,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
23534,West Virginia,Current Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23535,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jul-01-2017,26,2016-17
23536,Wyoming,Influenza,1,Minimal,Jul-01-2017,26,2016-17
23537,Puerto Rico,Puerto Rico Departamento de Salud,1,Minimal,Jul-01-2017,26,2016-17
23538,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jul-01-2017,26,2016-17
23539,Indiana,Influenza in Indiana,1,Minimal,Jul-01-2017,26,2016-17
23540,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jul-01-2017,26,2016-17
23541,Kansas,Influenza Information,1,Minimal,Jul-01-2017,26,2016-17
23542,Kentucky,Influenza - Flu,1,Minimal,Jul-01-2017,26,2016-17
23543,Louisiana,Influenza,1,Minimal,Jul-01-2017,26,2016-17
23544,Maine,Weekly Surveillance Updates,1,Minimal,Jul-01-2017,26,2016-17
23545,Maryland,Influenza Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23546,Massachusetts,Influenza Surveillance Data,1,Minimal,Jul-01-2017,26,2016-17
23547,Michigan,Influenza Activity and Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23548,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jul-01-2017,26,2016-17
23549,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jul-01-2017,26,2016-17
23550,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jul-01-2017,26,2016-17
23551,Montana,Influenza: What You Need to Know,1,Minimal,Jul-01-2017,26,2016-17
23552,Nebraska,Weekly Flu Report,1,Minimal,Jul-01-2017,26,2016-17
23553,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jul-01-2017,26,2016-17
23554,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23555,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jul-01-2017,26,2016-17
23556,New Mexico,Flu in New Mexico,1,Minimal,Jul-01-2017,26,2016-17
23557,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jul-01-2017,26,2016-17
23558,North Carolina,North Carolina Influenza Update,1,Minimal,Jul-01-2017,26,2016-17
23559,New York City,Surveillance Data,1,Minimal,Jul-08-2017,27,2016-17
23560,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jul-08-2017,27,2016-17
23561,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jul-08-2017,27,2016-17
23562,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jul-08-2017,27,2016-17
23563,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jul-08-2017,27,2016-17
23564,Ohio,Influenza Information,1,Minimal,Jul-08-2017,27,2016-17
23565,Oklahoma,Influenza Information,1,Minimal,Jul-08-2017,27,2016-17
23566,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jul-08-2017,27,2016-17
23567,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jul-08-2017,27,2016-17
23568,Rhode Island,Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23569,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23570,South Dakota,Influenza Information,1,Minimal,Jul-08-2017,27,2016-17
23571,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Jul-08-2017,27,2016-17
23572,Texas,Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23573,Utah,Seasonal Influenza Weekly Update,1,Minimal,Jul-08-2017,27,2016-17
23574,Vermont,Flu Activity,1,Minimal,Jul-08-2017,27,2016-17
23575,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Jul-08-2017,27,2016-17
23576,Washington,Influenza Update,1,Minimal,Jul-08-2017,27,2016-17
23577,West Virginia,Current Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23578,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jul-08-2017,27,2016-17
23579,Wyoming,Influenza,1,Minimal,Jul-08-2017,27,2016-17
23580,Puerto Rico,Puerto Rico Departamento de Salud,1,Minimal,Jul-08-2017,27,2016-17
23581,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jul-08-2017,27,2016-17
23582,Indiana,Influenza in Indiana,1,Minimal,Jul-08-2017,27,2016-17
23583,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jul-08-2017,27,2016-17
23584,Kansas,Influenza Information,1,Minimal,Jul-08-2017,27,2016-17
23585,Kentucky,Influenza - Flu,1,Minimal,Jul-08-2017,27,2016-17
23586,Louisiana,Influenza,1,Minimal,Jul-08-2017,27,2016-17
23587,Maine,Weekly Surveillance Updates,1,Minimal,Jul-08-2017,27,2016-17
23588,Maryland,Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23589,Massachusetts,Influenza Surveillance Data,1,Minimal,Jul-08-2017,27,2016-17
23590,Michigan,Influenza Activity and Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23591,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jul-08-2017,27,2016-17
23592,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jul-08-2017,27,2016-17
23593,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jul-08-2017,27,2016-17
23594,Montana,Influenza: What You Need to Know,1,Minimal,Jul-08-2017,27,2016-17
23595,Nebraska,Weekly Flu Report,1,Minimal,Jul-08-2017,27,2016-17
23596,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jul-08-2017,27,2016-17
23597,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23598,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23599,New Mexico,Flu in New Mexico,1,Minimal,Jul-08-2017,27,2016-17
23600,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jul-08-2017,27,2016-17
23601,North Carolina,North Carolina Influenza Update,1,Minimal,Jul-08-2017,27,2016-17
23602,Alabama,Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23603,Alaska,Influenza Surveillance Report,1,Minimal,Jul-08-2017,27,2016-17
23604,Arizona,Influenza & RSV Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23605,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jul-08-2017,27,2016-17
23606,California,Influenza (Flu),1,Minimal,Jul-08-2017,27,2016-17
23607,Colorado,Influenza Surveillance,1,Minimal,Jul-08-2017,27,2016-17
23608,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jul-15-2017,28,2016-17
23609,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jul-15-2017,28,2016-17
23610,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jul-15-2017,28,2016-17
23611,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jul-15-2017,28,2016-17
23612,New York City,Surveillance Data,1,Minimal,Jul-15-2017,28,2016-17
23613,Ohio,Influenza Information,1,Minimal,Jul-15-2017,28,2016-17
23614,Oklahoma,Influenza Information,1,Minimal,Jul-15-2017,28,2016-17
23615,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jul-15-2017,28,2016-17
23616,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jul-15-2017,28,2016-17
23617,Rhode Island,Influenza Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23618,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23619,South Dakota,Influenza Information,1,Minimal,Jul-15-2017,28,2016-17
23620,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Jul-15-2017,28,2016-17
23621,Texas,Influenza Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23622,Utah,Seasonal Influenza Weekly Update,1,Minimal,Jul-15-2017,28,2016-17
23623,Vermont,Flu Activity,1,Minimal,Jul-15-2017,28,2016-17
23624,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Jul-15-2017,28,2016-17
23625,Washington,Influenza Update,1,Minimal,Jul-15-2017,28,2016-17
23626,West Virginia,Current Influenza Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23627,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jul-15-2017,28,2016-17
23628,Wyoming,Influenza,1,Minimal,Jul-15-2017,28,2016-17
23629,Puerto Rico,Puerto Rico Departamento de Salud,1,Minimal,Jul-15-2017,28,2016-17
23630,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jul-15-2017,28,2016-17
23631,Indiana,Influenza in Indiana,1,Minimal,Jul-15-2017,28,2016-17
23632,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jul-15-2017,28,2016-17
23633,Kansas,Influenza Information,1,Minimal,Jul-15-2017,28,2016-17
23634,Kentucky,Influenza - Flu,1,Minimal,Jul-15-2017,28,2016-17
23635,Louisiana,Influenza,1,Minimal,Jul-15-2017,28,2016-17
23636,Maine,Weekly Surveillance Updates,1,Minimal,Jul-15-2017,28,2016-17
23637,Maryland,Influenza Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23638,Massachusetts,Influenza Surveillance Data,1,Minimal,Jul-15-2017,28,2016-17
23639,Michigan,Influenza Activity and Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23640,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jul-15-2017,28,2016-17
23641,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jul-15-2017,28,2016-17
23642,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jul-15-2017,28,2016-17
23643,Montana,Influenza: What You Need to Know,1,Minimal,Jul-15-2017,28,2016-17
23644,Nebraska,Weekly Flu Report,1,Minimal,Jul-15-2017,28,2016-17
23645,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jul-15-2017,28,2016-17
23646,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23647,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23648,New Mexico,Flu in New Mexico,1,Minimal,Jul-15-2017,28,2016-17
23649,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jul-15-2017,28,2016-17
23650,North Carolina,North Carolina Influenza Update,1,Minimal,Jul-15-2017,28,2016-17
23651,Alabama,Influenza Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23652,Alaska,Influenza Surveillance Report,1,Minimal,Jul-15-2017,28,2016-17
23653,Arizona,Influenza & RSV Surveillance,1,Minimal,Jul-15-2017,28,2016-17
23654,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jul-15-2017,28,2016-17
23655,California,Influenza (Flu),1,Minimal,Jul-15-2017,28,2016-17
23656,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jul-22-2017,29,2016-17
23657,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jul-22-2017,29,2016-17
23658,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jul-22-2017,29,2016-17
23659,New York City,Surveillance Data,1,Minimal,Jul-22-2017,29,2016-17
23660,Ohio,Influenza Information,1,Minimal,Jul-22-2017,29,2016-17
23661,Oklahoma,Influenza Information,1,Minimal,Jul-22-2017,29,2016-17
23662,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jul-22-2017,29,2016-17
23663,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jul-22-2017,29,2016-17
23664,Rhode Island,Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23665,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23666,South Dakota,Influenza Information,1,Minimal,Jul-22-2017,29,2016-17
23667,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Jul-22-2017,29,2016-17
23668,Texas,Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23669,Utah,Seasonal Influenza Weekly Update,1,Minimal,Jul-22-2017,29,2016-17
23670,Vermont,Flu Activity,1,Minimal,Jul-22-2017,29,2016-17
23671,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Jul-22-2017,29,2016-17
23672,Washington,Influenza Update,1,Minimal,Jul-22-2017,29,2016-17
23673,West Virginia,Current Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23674,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jul-22-2017,29,2016-17
23675,Wyoming,Influenza,1,Minimal,Jul-22-2017,29,2016-17
23676,Puerto Rico,Puerto Rico Departamento de Salud,1,Minimal,Jul-22-2017,29,2016-17
23677,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jul-22-2017,29,2016-17
23678,Indiana,Influenza in Indiana,1,Minimal,Jul-22-2017,29,2016-17
23679,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jul-22-2017,29,2016-17
23680,Kansas,Influenza Information,1,Minimal,Jul-22-2017,29,2016-17
23681,Kentucky,Influenza - Flu,1,Minimal,Jul-22-2017,29,2016-17
23682,Louisiana,Influenza,1,Minimal,Jul-22-2017,29,2016-17
23683,Maine,Weekly Surveillance Updates,1,Minimal,Jul-22-2017,29,2016-17
23684,Maryland,Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23685,Massachusetts,Influenza Surveillance Data,1,Minimal,Jul-22-2017,29,2016-17
23686,Michigan,Influenza Activity and Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23687,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jul-22-2017,29,2016-17
23688,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jul-22-2017,29,2016-17
23689,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jul-22-2017,29,2016-17
23690,Montana,Influenza: What You Need to Know,1,Minimal,Jul-22-2017,29,2016-17
23691,Nebraska,Weekly Flu Report,1,Minimal,Jul-22-2017,29,2016-17
23692,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jul-22-2017,29,2016-17
23693,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23694,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23695,New Mexico,Flu in New Mexico,1,Minimal,Jul-22-2017,29,2016-17
23696,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jul-22-2017,29,2016-17
23697,North Carolina,North Carolina Influenza Update,1,Minimal,Jul-22-2017,29,2016-17
23698,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jul-22-2017,29,2016-17
23699,Alabama,Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23700,Alaska,Influenza Surveillance Report,1,Minimal,Jul-22-2017,29,2016-17
23701,Arizona,Influenza & RSV Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23702,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jul-22-2017,29,2016-17
23703,California,Influenza (Flu),1,Minimal,Jul-22-2017,29,2016-17
23704,Colorado,Influenza Surveillance,1,Minimal,Jul-22-2017,29,2016-17
23705,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jul-29-2017,30,2016-17
23706,New York City,Surveillance Data,1,Minimal,Jul-29-2017,30,2016-17
23707,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jul-29-2017,30,2016-17
23708,Indiana,Influenza in Indiana,1,Minimal,Jul-29-2017,30,2016-17
23709,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jul-29-2017,30,2016-17
23710,Kansas,Influenza Information,1,Minimal,Jul-29-2017,30,2016-17
23711,Kentucky,Influenza - Flu,1,Minimal,Jul-29-2017,30,2016-17
23712,Louisiana,Influenza,1,Minimal,Jul-29-2017,30,2016-17
23713,Maine,Weekly Surveillance Updates,1,Minimal,Jul-29-2017,30,2016-17
23714,Maryland,Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23715,Massachusetts,Influenza Surveillance Data,1,Minimal,Jul-29-2017,30,2016-17
23716,Michigan,Influenza Activity and Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23717,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jul-29-2017,30,2016-17
23718,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jul-29-2017,30,2016-17
23719,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jul-29-2017,30,2016-17
23720,Montana,Influenza: What You Need to Know,1,Minimal,Jul-29-2017,30,2016-17
23721,Nebraska,Weekly Flu Report,1,Minimal,Jul-29-2017,30,2016-17
23722,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jul-29-2017,30,2016-17
23723,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23724,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23725,New Mexico,Flu in New Mexico,1,Minimal,Jul-29-2017,30,2016-17
23726,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jul-29-2017,30,2016-17
23727,North Carolina,North Carolina Influenza Update,1,Minimal,Jul-29-2017,30,2016-17
23728,North Dakota,Influenza,1,Minimal,Jul-29-2017,30,2016-17
23729,Ohio,Influenza Information,1,Minimal,Jul-29-2017,30,2016-17
23730,Oklahoma,Influenza Information,1,Minimal,Jul-29-2017,30,2016-17
23731,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jul-29-2017,30,2016-17
23732,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jul-29-2017,30,2016-17
23733,Rhode Island,Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23734,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23735,South Dakota,Influenza Information,1,Minimal,Jul-29-2017,30,2016-17
23736,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Jul-29-2017,30,2016-17
23737,Texas,Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23738,Utah,Seasonal Influenza Weekly Update,1,Minimal,Jul-29-2017,30,2016-17
23739,Vermont,Flu Activity,1,Minimal,Jul-29-2017,30,2016-17
23740,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Jul-29-2017,30,2016-17
23741,Washington,Influenza Update,1,Minimal,Jul-29-2017,30,2016-17
23742,West Virginia,Current Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23743,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Jul-29-2017,30,2016-17
23744,Wyoming,Influenza,1,Minimal,Jul-29-2017,30,2016-17
23745,Puerto Rico,Puerto Rico Departamento de Salud,1,Minimal,Jul-29-2017,30,2016-17
23746,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jul-29-2017,30,2016-17
23747,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jul-29-2017,30,2016-17
23748,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jul-29-2017,30,2016-17
23749,Alabama,Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23750,Alaska,Influenza Surveillance Report,1,Minimal,Jul-29-2017,30,2016-17
23751,Arizona,Influenza & RSV Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23752,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jul-29-2017,30,2016-17
23753,California,Influenza (Flu),1,Minimal,Jul-29-2017,30,2016-17
23754,Colorado,Influenza Surveillance,1,Minimal,Jul-29-2017,30,2016-17
23755,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Jun-03-2017,22,2016-17
23756,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Jun-03-2017,22,2016-17
23757,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Jun-03-2017,22,2016-17
23758,Alabama,Influenza Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23759,Alaska,Influenza Surveillance Report,1,Minimal,Jun-03-2017,22,2016-17
23760,Arkansas,Communicable Disease and Immunizations,1,Minimal,Jun-03-2017,22,2016-17
23761,California,Influenza (Flu),1,Minimal,Jun-03-2017,22,2016-17
23762,Colorado,Influenza Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23763,Connecticut,Flu Statistics,1,Minimal,Jun-03-2017,22,2016-17
23764,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Jun-03-2017,22,2016-17
23765,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Jun-03-2017,22,2016-17
23766,Indiana,Influenza in Indiana,1,Minimal,Jun-03-2017,22,2016-17
23767,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Jun-03-2017,22,2016-17
23768,Kansas,Influenza Information,1,Minimal,Jun-03-2017,22,2016-17
23769,Kentucky,Influenza - Flu,1,Minimal,Jun-03-2017,22,2016-17
23770,Louisiana,Influenza,1,Minimal,Jun-03-2017,22,2016-17
23771,Maine,Weekly Surveillance Updates,1,Minimal,Jun-03-2017,22,2016-17
23772,Maryland,Influenza Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23773,Massachusetts,Influenza Surveillance Data,1,Minimal,Jun-03-2017,22,2016-17
23774,Michigan,Influenza Activity and Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23775,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Jun-03-2017,22,2016-17
23776,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Jun-03-2017,22,2016-17
23777,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Jun-03-2017,22,2016-17
23778,Montana,Influenza: What You Need to Know,1,Minimal,Jun-03-2017,22,2016-17
23779,Nebraska,Weekly Flu Report,1,Minimal,Jun-03-2017,22,2016-17
23780,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Jun-03-2017,22,2016-17
23781,New Hampshire,Influenza Control and Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23782,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23783,New Mexico,Flu in New Mexico,1,Minimal,Jun-03-2017,22,2016-17
23784,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Jun-03-2017,22,2016-17
23785,North Carolina,North Carolina Influenza Update,1,Minimal,Jun-03-2017,22,2016-17
23786,North Dakota,Influenza,1,Minimal,Jun-03-2017,22,2016-17
23787,Ohio,Influenza Information,1,Minimal,Jun-03-2017,22,2016-17
23788,Oklahoma,Influenza Information,1,Minimal,Jun-03-2017,22,2016-17
23789,Oregon,Influenza Disease Surveillance Data,1,Minimal,Jun-03-2017,22,2016-17
23790,Pennsylvania,Influenza Weekly Report ,1,Minimal,Jun-03-2017,22,2016-17
23791,Rhode Island,Influenza Surveillance,1,Minimal,Jun-03-2017,22,2016-17
23792,South Carolina,Influenza Activity and Surveillance,1,Minimal,Jun-03-2017,22,2016-17
